GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High,date
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,24.4,24.4 [8.82-52.5],8.82,52.5,2012-01-01
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2018,2018,2018,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,68.06482747,68,,,2018-01-01
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2002,2002,2002,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MODERATE,Moderate,32.3,32.3 [13.2-67.1],13.2,67.1,2002-01-01
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,16.5,16.5,,,2004-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,4.911854089,4.9 [3.8-6.3],3.825738068,6.263219566,2020-01-01
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1997,1997,1997,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.240095556,2.2 [1.7-2.9],1.744552717,2.856825932,1997-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2008,2008,2008,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.994369529,3.0 [2.3-3.8],2.331969939,3.818762328,2008-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,3.11766808,3.1 [2.4-4.0],2.427992996,3.976006735,2019-01-01
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,1038.0,1038 [922-1173],922.0,1173.0,2023-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2013,2013,2013,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.907718355,2.9 [2.3-3.7],2.264487309,3.708254845,2013-01-01
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.56,0.56 [0.05-2.52],0.05,2.52,2017-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1999,1999,1999,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,3.613653434,3.6 [2.8-4.6],2.814258927,4.608543957,1999-01-01
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,16.7,16.7,,,2004-01-01
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2003,2003,2003,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,10.124687013,10.1 [8.3-12.4],8.260499544,12.372423151,2003-01-01
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,73.49244359,73,,,2017-01-01
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1972,1972,1972,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,52.146194099,52.1 [43.4-62.4],43.436740233,62.350257314,1972-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1995,1995,1995,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,25.165723598,25.2 [22.0-28.6],21.984455836,28.598536491,1995-01-01
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,1997,1997,1997,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,4.761067662,4.8 [3.7-6.1],3.707847866,6.071857749,1997-01-01
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1984,1984,1984,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,3938.0,3938 [3512-4418],3512.0,4418.0,1984-01-01
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,141.0,141 [60.7-227],60.7,227.0,2017-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1976,1976,1976,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,186.181059664,186.2 [158.6-217.6],158.623021346,217.560777719,1976-01-01
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1977,1977,1977,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,32.21754648,32.2 [27.2-38.2],27.243044658,38.16555492,1977-01-01
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,15.6,15.6 [7.8-24.7],7.8,24.7,2010-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,4.523314816,4.5 [3.5-5.8],3.523090201,5.767830946,2017-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,1.432646659,1.4 [1.1-1.8],1.115375209,1.827785459,2010-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,6.647986889,6.6 [5.2-8.5],5.178065625,8.476817059,1995-01-01
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,13.9,13.9 [11.6-16.6],11.6,16.6,2023-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,0.3,0.3 [0.1-0.8],0.1,0.8,2021-01-01
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1985,1985,1985,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,39.609293826,39.6 [35.4-44.4],35.360149142,44.403396486,1985-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1997,1997,1997,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,22.98190154,23.0 [19.8-26.5],19.823127478,26.459613087,1997-01-01
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,6.6,6.6,,,2004-01-01
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2011,2011,2011,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,1.395254942,1.4 [1.1-1.8],1.086603557,1.779388602,2011-01-01
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2000,2000,2000,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_SEVERE,Severe,0.5,0.5 [0.1-2.0],0.1,2.0,2000-01-01
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,3.4,3.4 [2.6-4.5],2.6,4.5,2021-01-01
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1982,1982,1982,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,6746.0,6746 [5970-7597],5970.0,7597.0,1982-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,1.8,1.8,,,2004-01-01
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2000,1999,2000,EMR,Eastern Mediterranean,LBN,Lebanon,,,,100.0,100,,,2000-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2020,2020,2020,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,15.456981118,15.5 [14.5-16.5],14.463358017,16.50707445,2020-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1959,1959,1959,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,77.439731937,77.4 [63.3-93.1],63.307666978,93.094075678,1959-01-01
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,1.3,1.3 [0.8-2.0],0.8,2.0,2023-01-01
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2006,2006,2006,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,92.878,93 [47-149],47.0,149.0,2006-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,0.5,0.5 [0.2-1.4],0.2,1.4,2023-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1997,1997,1997,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,3.759510499,3.8 [2.9-4.8],2.927850215,4.794557561,1997-01-01
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2000,2000,2000,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,18.8,18.8 [14.9-23.4],14.9,23.4,2000-01-01
WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-tetanus---number-of-reported-cases,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,,,,0.0,0,,,2010-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2013,2013,2013,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,1.406152153,1.4 [1.1-1.8],1.09475328,1.793972983,2013-01-01
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,1.3,1.3 [0.8-2.0],0.8,2.0,2023-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,18.313590849,18.3 [16.5-20.4],16.460269343,20.394259842,2023-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,16.340440434,16.3 [15.3-17.5],15.256912786,17.521837709,2021-01-01
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2016,2016,2016,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,13.055116137,13.1 [11.7-14.6],11.67780762,14.576220615,2016-01-01
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2014,2014,2014,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.91875475,2.9 [2.3-3.7],2.273082287,3.722329717,2014-01-01
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2014,2014,2014,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,10.992878498,11.0 [9.5-12.7],9.501627237,12.676341313,2014-01-01
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,11.4,11.4 [9.3-13.9],9.3,13.9,2012-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.9,2.9,,,2004-01-01
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2012,2012,2012,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,10.887070324,10.9 [9.2-12.9],9.156942722,12.912371956,2012-01-01
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2005,2005,2005,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_MILD,Mild,16.0,16.0 [8.4-24.8],8.4,24.8,2005-01-01
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2023,2023,2023,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),9.1,9.1 [6.7-12.3],6.7,12.3,2023-01-01
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2019,2019,2019,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,3.228147286,3.2 [2.5-4.1],2.514032539,4.116902448,2019-01-01
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1997,1997,1997,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2078.0,2078 [1793-2392],1793.0,2392.0,1997-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,Total,0.3,0.3 [0.1-0.8],0.1,0.8,2021-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,WEALTHDECILE,WEALTHDECILE_TOTL,Total,2.9,2.9,,,2004-01-01
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,1.1,1.1 [0.5-2.4],0.5,2.4,2021-01-01
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,0.3,0.3 [0.1-0.8],0.1,0.8,2021-01-01
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1969,1969,1969,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,4138.0,4138 [3454-4983],3454.0,4983.0,1969-01-01
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2017,2017,2017,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,9.6,9.6 [8.4-11.0],8.4,11.0,2017-01-01
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2020,2020,2020,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,1.645702564,1.6 [1.3-2.1],1.281648397,2.098788039,2020-01-01
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,113.6250759,114,,,2021-01-01
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2004,2004,2004,EMR,Eastern Mediterranean,LBN,Lebanon,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,6.6,6.6,,,2004-01-01
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2021,2021,2021,EMR,Eastern Mediterranean,LBN,Lebanon,,,,3.4,3.4 [2.6-4.5],2.6,4.5,2021-01-01
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2016,2016,2016,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,74.99881984,75,,,2016-01-01
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2002,2002,2002,EMR,Eastern Mediterranean,LBN,Lebanon,SEVERITY,SEVERITY_TOTAL,Total,104.0,104 [55.5-161],55.5,161.0,2002-01-01
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-numbers-%28in-millions%29,2003,2003,2003,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,75.3,75.3 [66.1-85.5],66.1,85.5,2003-01-01
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2010,2010,2010,EMR,Eastern Mediterranean,LBN,Lebanon,SEX,SEX_BTSX,Both sexes,2.840881909,2.8 [2.2-3.6],2.21243609,3.623017369,2010-01-01
